,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7,0.9847115332246732,0.9571908118069099,0.9621485657197976,0.9609751527207244,0.9453574382914016,0.9675714479707457,0.9760255480249302,0.9622758252063358,0.9651506595027083,0.959786187223479,0.9347772541971058,0.9715570592845638,0.9435076903952575,0.9803628581268616,0.9858981908932166,0.9808947125394348,0.9619843402980699,0.979722351571441,1
Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d,0.9780436948939059,0.96016082225343,0.9606645826244461,0.9621303521598903,0.9379350915536365,0.9313427098911791,0.9783952387635801,0.9755351786705176,0.9634732550948775,0.9258930904047462,0.9536908501514997,0.9713490701200296,0.9654771162872244,0.9634644559399272,0.9789483512083171,0.9832505739001515,0.9583335642938834,0.9840426546876727,1
Backdoor.Graybird-03b5962ef8b9c83fe0ed10fc4333a68462865f3a4442346c5f7d004a46555448,0.9865003510511445,0.9638932248201666,0.9630396902947956,0.9631640684539822,0.922602928404474,0.9486073599673878,0.9758612033266855,0.9639106223224954,0.9793515416497969,0.989289368187662,0.9551480804669965,0.9668419655257506,0.9241768644043957,0.9689841532895616,0.979552796250825,0.9812291336837605,0.9607212256871195,0.98128430954836,1
Backdoor.Graybird-049f53a05707c2cccd67540609368ef20f395327adb9a026267369d568f78c0a,0.9813026661254803,0.9554576492188963,0.9621485657197976,0.965990036691457,0.9684080133972517,0.970843856410763,0.9685758472246863,0.9462671305548455,0.9739476606695616,0.9374091062770669,0.9614412348555976,0.9724482283982453,0.9638235540518635,0.9750715224988845,0.9844381704356281,0.973641439370438,0.9746302339552549,0.9781721713589254,1
Backdoor.Graybird-05339051a960d18fafb2e5d656e36b2fa007462d9a7b2fbfcb4532b3235ac5ed,0.9913820265702321,0.9726551130639645,0.9579324256452171,0.9526982081295259,0.9691564977782097,0.970843856410763,0.9726750538522639,0.9462671305548455,0.9748027430915902,0.959786187223479,0.9721993101527575,0.9610500874268194,0.9734418132492199,0.9612554466571028,0.9844381704356281,0.9727877849677686,0.9631995310717097,0.9804013242077507,1
Backdoor.Graybird-05bb2dcf38927dc99961deedaaff6ff120bdfd383745bac5aeb0c28340ea1010,0.9916697775018573,0.9481913890963685,0.9645486863262868,0.9621303521598903,0.9346857414239068,0.9392748388008748,0.9783952387635801,0.9563011045357498,0.9500385094331047,0.9446819994736231,0.9536908501514997,0.9652681900636412,0.9654771162872244,0.9735321484405396,0.9844113382917815,0.9849690676080194,0.9583335642938834,0.979722351571441,1
Backdoor.Graybird-06ba9a22cbf334f6beeb0bc5302d3f0d6b7ad734c9ed071d6f279936a37f4687,0.9907720722564164,0.9261328854796355,0.9669859264578049,0.9600171293987505,0.9378768531982843,0.9375263502183423,0.9791483483376177,0.9696091065096363,0.9449687160698503,0.9734999202378817,0.958938263719159,0.9677825751810356,0.9418187659777942,0.9752048625262908,0.9808900269072724,0.9892946648488409,0.9610500874268194,0.9834958247796682,1
Backdoor.Graybird-07adf0e72d58706d13117578493d64cc085811d7454fd598a805aa818a445f09,0.987466654547794,0.9576595724987458,0.9653853384646685,0.9621303521598903,0.9277747989647177,0.9313427098911791,0.9791074754623299,0.9462925477069893,0.9500385094331047,0.9537570520050571,0.9448124991268979,0.970928654755466,0.9432405940124072,0.9735321484405396,0.9849542554223384,0.9794926223794866,0.9596799120942984,0.9790306273819641,1
Backdoor.Graybird-0814e28a9bbff170fb9257df3ad5cf8a27287f7c9001f15ea6a683c05e72095c,0.9872009163138264,0.9588397115218164,0.9582936156435635,0.9476855437840479,0.9648890475267875,0.9670417480775728,0.9759904234347713,0.9605226320385837,0.9729724749521352,0.9344104860874225,0.9347772541971058,0.9643859034740371,0.9733382057810637,0.9622576704797535,0.9838769355124948,0.9763163100822243,0.9670018848035561,0.9787360740635455,1
Backdoor.Graybird-08c34b0421ec2fd129554058eb0e19111b167fdeee45c3c51252c4ace128e70e,0.9856951713238175,0.9688561694652216,0.97829991272872,0.9746116827466396,0.9427163392339969,0.953090962787653,0.9687579547436402,0.9478834996477401,0.9600554959869253,0.9664226651900606,0.9762352453167094,0.9855035651869963,0.934318494867379,0.9768197156130297,0.9838927909503717,0.9775223571662169,0.9516853666377317,0.9817961394539142,1
Backdoor.Graybird-08c383b4ffb8ed9df7a17296ae0c1798d7f4b769f188d5eef55c77bb79dcd432,0.985835490635896,0.9788398842159016,0.9650833271578546,0.973737507826268,0.9425270382535986,0.9359411255100774,0.9775223571662169,0.9502753028092312,0.9448646177801469,0.9537790992714245,0.9621485657197976,0.9792095109547009,0.952562831379553,0.9760196974092931,0.9783317336830395,0.9835404028953162,0.973807741410843,0.9805019466764279,1
Backdoor.Graybird-08cadbda2bd111540dc25897982bc801f681dc16e0eba323973e193712332ef3,0.9867543248228172,0.9464194634416739,0.9665683836337154,0.9648975160858809,0.9357309613846596,0.9375556291590105,0.9655437163718197,0.944838564249619,0.9699534431536296,0.988942201905577,0.9551480804669965,0.9785322093328211,0.9188072198581374,0.9751443398095113,0.979552796250825,0.9861086473019446,0.9634820522109777,0.9750593660872999,1
Backdoor.Graybird-0904d313bde15d4656a630055d025d6a289de46fc2369597deb20d51da0ccd57,0.9774508359371455,0.9378768531982843,0.9638584055946995,0.9709074776251728,0.924316893538889,0.9545336324365084,0.9795126995760294,0.9629506015991616,0.9793515416497969,0.9889203094582001,0.9551373691920365,0.9771010719812848,0.9206710737398348,0.9713490701200296,0.9788450616874006,0.9792145999061584,0.9607212256871195,0.9631640684539822,1
Backdoor.Graybird-095879f4cafe44bf45530fa8b6999d7361bdac2f041fc3c4e7afc1d80cbe914b,0.9844726021238543,0.956519973550124,0.9579324256452171,0.94611438923455,0.9566756675039831,0.9678370945955905,0.9821983128611215,0.9622758252063358,0.9651506595027083,0.959786187223479,0.9347772541971058,0.9724750084153253,0.9599402902483932,0.9803628581268616,0.9844381704356281,0.9785951397168693,0.9610500874268194,0.9804013242077507,1
Backdoor.Graybird-09a45409e39fb3077d1e7fea751027d152dfa6d9bd30829749ff4ec5caecdfb2,0.9764374015523566,0.9569854600019371,0.98128430954836,0.973084012989191,0.9362700902728229,0.9375556291590105,0.9706094220704383,0.9566342012360932,0.9449687160698503,0.9537790992714245,0.9621485657197976,0.9792095109547009,0.9463941029501636,0.9760196974092931,0.9788398842159016,0.9854463089180846,0.973807741410843,0.9772516149243673,1
Backdoor.Graybird-0a1311fceceea990bf446f7afa4fedcc6b7f8780afd4a6c87a31949818f87cea,0.9849653659083704,0.9325948853491214,0.9642224008919483,0.9666168206409593,0.9294486009901181,0.9497768029436817,0.9782786733782266,0.9639106223224954,0.9699534431536296,0.989289368187662,0.9506636880952278,0.9721993101527575,0.9311506310799823,0.9681854525506616,0.9802276433421396,0.9812291336837605,0.9607212256871195,0.98128430954836,1
Backdoor.Graybird-0ded1dc774b46d985a4e90a46f5d56a0047630d7a6e8df439870f7bb40b57a14,0.9744067455253679,0.9244566852080732,0.9632880440137634,0.9610313667031719,0.9378768531982843,0.9391035002872954,0.9760255480249302,0.9712584837561045,0.9464194634416739,0.9734999202378817,0.9419829367875222,0.9677825751810356,0.9358511336776062,0.9760196974092931,0.9808900269072724,0.9817245115892741,0.9619843402980699,0.9834958247796682,1
Backdoor.Graybird-0e4b24dfaad406b918efb40923889150f139511f43c56e34deac187d950ce03f,0.9813026661254803,0.9529790646472426,0.9592716543590428,0.9462671305548455,0.9648890475267875,0.9670417480775728,0.9759904234347713,0.9605226320385837,0.9729724749521352,0.9344104860874225,0.9536908501514997,0.9525176240405051,0.9742127619276084,0.9622576704797535,0.9838769355124948,0.9769157534243162,0.9623664730519288,0.9780007053549351,1
Backdoor.Graybird-0e9e218c49e56ec187e145db72a72726d50ae295f08b4bf344f19e13de603ba2,0.9866690989994042,0.962780763925564,0.9596411999239004,0.9621303521598903,0.9596605604577139,0.9313427098911791,0.9783952387635801,0.9605226320385837,0.9500385094331047,0.9311506310799823,0.9536908501514997,0.9652681900636412,0.972748049229784,0.9634644559399272,0.9849357199760126,0.9849690676080194,0.9583335642938834,0.9840426546876727,1
Backdoor.Graybird-0eec1cf54f4696068a4411a96e8deb728f734fac856440cb5175b1204d1dd137,0.9797124159557781,0.9673826572519637,0.9592716543590428,0.9611995428693011,0.9453574382914016,0.9545336324365084,0.9767800573530255,0.9514318456497438,0.9502280293754309,0.9595539673188802,0.9347772541971058,0.9643859034740371,0.9589776213232631,0.9735321484405396,0.9849542554223384,0.9794926223794866,0.9622939715423665,0.9790203600939902,1
Backdoor.Graybird-10672ba06f9cceb9fb651a6338f13de953b8a97d9d5164acd08456fb7a974b69,0.9774838733192569,0.9793464855190276,0.9621485657197976,0.9658088797815164,0.9609657761630398,0.9678370945955905,0.9752109068928391,0.9449947117065459,0.9739476606695616,0.9585029380740921,0.9693724805011471,0.9715570592845638,0.9502516714135666,0.974237872274294,0.9839125886814027,0.9769157534243162,0.9610500874268194,0.9804013242077507,1
Backdoor.Graybird-1078ebc75c7612450f362dc2e480699e1e6f21473898effad033a32e4e47d5ed,0.9750411206383821,0.9644459596846549,0.98128430954836,0.9757253844106974,0.9346857414239068,0.9375556291590105,0.9706094220704383,0.9606740285721224,0.9448646177801469,0.9537790992714245,0.9621485657197976,0.9792095109547009,0.9529790646472426,0.9733576620803053,0.9783317336830395,0.9881440659862857,0.9744441262775375,0.9805019466764279,1
Backdoor.Graybird-1203e135f7e763fee8490a3e11c091a2a7617dc3e486d2bbe6ac81a32bc931be,0.9861496825774163,0.9420375637223855,0.9693204812216545,0.9710202496441289,0.95616508771394,0.9498006479944764,0.9733641444440898,0.9597282522847573,0.9461653484483828,0.9628076300728579,0.9754395316886413,0.9838769355124948,0.940307468283395,0.974450351231917,0.9784005226304905,0.9809788615363312,0.9584730965218284,0.9840426546876727,1
Backdoor.Graybird-12efad6f7e8313a41ffc7a49cdd612243712922f8d7947141e366574279077b3,0.9860296610407617,0.976898833850099,0.9650833271578546,0.973084012989191,0.9409774721513721,0.9359411255100774,0.9775223571662169,0.9502753028092312,0.9448646177801469,0.9537790992714245,0.9621485657197976,0.9792095109547009,0.952562831379553,0.9760196974092931,0.9783317336830395,0.9835404028953162,0.973807741410843,0.9805019466764279,1
Backdoor.Graybird-12f4f6331583edc2599a31940233f76e950dee226f92573abf7ad0bad10cb2c7,0.9764374015523566,0.9375556291590105,0.9701495407396651,0.9710202496441289,0.9395877888091066,0.9545336324365084,0.9662518854293425,0.9606740285721224,0.9461653484483828,0.9628076300728579,0.9754395316886413,0.9838769355124948,0.934318494867379,0.9775827019798112,0.977653814519333,0.9814625345920241,0.9529678608867858,0.9860158791749261,1
Backdoor.Graybird-143c25c7cc08038a40638df3cd01232232baed4a9469f356efc615b5041c794a,0.982376648935382,0.9617551137417575,0.9645486863262868,0.9621303521598903,0.9362103958265627,0.9328772127656743,0.9791074754623299,0.95742580861794,0.9549226310869015,0.9433475746920261,0.9362402495599728,0.9549871551442098,0.9616169413408806,0.9735321484405396,0.986366527027728,0.9851310568552127,0.959408178180608,0.9790203600939902,1
Backdoor.Graybird-14818f4633cc87ac1b11b53895daa6cbc595065596c7ea86f807fb1a1ad79b72,0.9763567412226976,0.9619934818595376,0.9756542268337869,0.9723408549418793,0.9596605604577139,0.9375263502183423,0.9845222044473738,0.9643429463779748,0.9557863145078823,0.9446819994736231,0.9580129476581803,0.9688335310864092,0.9573646242040017,0.9752048625262908,0.9775552921668524,0.9849690676080194,0.9610500874268194,0.9834958247796682,1
Backdoor.Graybird-152a87566246d7b100a299d29e34ce080c52e714e0c2883b904d85c1144de18d,0.9775388305644375,0.9621030160333218,0.9814579855875579,0.9715984808875816,0.9596605604577139,0.9391035002872954,0.9791074754623299,0.9596411999239004,0.9557863145078823,0.9432941080641672,0.9540428874450878,0.9687730841872337,0.9573646242040017,0.9760196974092931,0.97056660169317,0.9868292686674796,0.9620391580043877,0.9772516149243673,1
Backdoor.Graybird-16274674297d97fdb7c53027a4e6facd681428961e31bc85dfff497056b071a4,0.9907903398660484,0.96164461410852,0.9633587068922235,0.9568824316260564,0.9362103958265627,0.9328772127656743,0.9791074754623299,0.9625651621269358,0.9549226310869015,0.9595539673188802,0.9434009939322986,0.9549871551442098,0.9475366109088015,0.9735321484405396,0.9844419998865813,0.9851310568552127,0.9550730503304729,0.979722351571441,1
Backdoor.Graybird-16648fd7040db9b96d76e5f70711e8c62721035832f7b87594d62b0dd9b865ea,0.978683982316705,0.945705074996042,0.9650833271578546,0.9763163100822243,0.9427163392339969,0.9553404671142971,0.9781347751698483,0.9489959747039945,0.9502280293754309,0.9473374106491804,0.9724214230648633,0.9790972449983191,0.9421194136243293,0.9752048625262908,0.9844534826755436,0.9769439258309869,0.973807741410843,0.9829389680315509,1
Backdoor.Graybird-16ce6a8444870c762676cc776860c1ff7daa2a2dc76abd29136a36d6538bba8a,0.984058349797705,0.9391035002872954,0.9667938439681937,0.9710202496441289,0.9586914586576801,0.9545336324365084,0.9706450595664446,0.9491651178766634,0.9461653484483828,0.9628076300728579,0.9747535717042562,0.9774122324685851,0.9422283780855933,0.9766948521990179,0.977653814519333,0.9790203600939902,0.9671689982056277,0.9845792441170717,1
