,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,LABEL
Infostealer.Limitail-e862be4e0f1b4878be4d18f390c02b6e6f4ee976cc893cac63b85891259fc151,CoInitializeEx,NtCreateSection,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,GetComputerNameW,NtOpenKey,NtOpenKey,NtOpenKey,NtOpenKey,NtOpenKey,CoCreateInstance,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,CoInitializeSecurity,SetUnhandledExceptionFilter,GetFileVersionInfoW,GetFileVersionInfoW,GetSystemWindowsDirectoryW,NtQueryValueKey,NtQueryValueKey,NtQueryValueKey,GetSystemTimeAsFileTime,GetFileVersionInfoSizeW,GetFileVersionInfoSizeW,LdrLoadDll,LdrLoadDll,LdrLoadDll,LdrLoadDll,LdrLoadDll,NtCreateFile,GetUserNameW,GetSystemInfo,NtMapViewOfSection,DrawTextExW,DrawTextExW,GetSystemInfo,EnumWindows,NtTerminateProcess,NtQueryValueKey,NtQueryValueKey,NtQueryValueKey,NtQueryValueKey,NtQueryValueKey,GetFileAttributesW,GetFileAttributesW,GetFileAttributesW,NtFreeVirtualMemory,NtFreeVirtualMemory,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,NtDelayExecution,SetErrorMode,SetErrorMode,SetErrorMode,1,0,2,0,3,1,32,55,4,4.0
Infostealer.Limitail-e96c9ccf07fe3e916987011d8edc2ce889f463891d7166ca8d8fcf841dec1a5c,RegCreateKeyExW,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,LookupPrivilegeValueW,LookupPrivilegeValueW,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,NtQueryKey,NtQueryKey,NtQueryKey,NtQueryKey,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,LdrUnloadDll,GetShortPathNameW,NtSetContextThread,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,GetSystemInfo,0,1,1,0,11,1,68,174,1,4.0
Infostealer.Limitail-ea3af511700f8a08caff4ea5350c1f3e0d00d6aa8d707e9e4b0e2860be64db3d,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,DeviceIoControl,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,11,3,4,10,70,3,365,1200,3,4.0
Packed.Generic.244-405ff75ba460c30acc0c447d5dfacbcf1747e0ccf14d43803f245a093a4606f6,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,NtDuplicateObject,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,8,1,215,14,56,8,181,1042,2,2.0
Packed.Generic.436-1a23287a403b7120948ca18d5c923b7758751d547e5c517df9d092e0ccc5b513,LdrUnloadDll,NtResumeThread,NtReadFile,WriteProcessMemory,WriteProcessMemory,WriteProcessMemory,WriteProcessMemory,WriteProcessMemory,NtSetContextThread,GetFileSize,CoInitializeEx,NtUnmapViewOfSection,LdrGetProcedureAddress,LdrGetProcedureAddress,CreateProcessInternalW,NtCreateFile,NtQueryValueKey,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtTerminateProcess,NtTerminateProcess,NtTerminateProcess,LdrGetDllHandle,LdrGetDllHandle,NtOpenKey,NtFreeVirtualMemory,NtFreeVirtualMemory,NtFreeVirtualMemory,NtFreeVirtualMemory,NtFreeVirtualMemory,NtFreeVirtualMemory,NtFreeVirtualMemory,NtFreeVirtualMemory,NtGetContextThread,LdrUnloadDll,RegCloseKey,RegCloseKey,RegCloseKey,NtDuplicateObject,NtDuplicateObject,RegQueryValueExA,WSAStartup,NtTerminateProcess,NtTerminateProcess,NtTerminateProcess,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,0,0,0,0,1,0,2,6,1,2.0
Packed.Generic.442-713be2c25660a73a654e607038b61b1481943a623e14ec83f576aa1ee324f119,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,RegCreateKeyExW,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,LdrUnloadDll,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,CoUninitialize,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,1,0,0,0,4,10,94,82,1,2.0
Packed.Generic.446-5074d2b104067bbdc6d8f63c524208a7118737cda0aa67491218cb93e7c563be,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,CreateToolhelp32Snapshot,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenMutant,GetForegroundWindow,GetForegroundWindow,GetUserNameExA,GetUserNameExA,GetUserNameExA,GetUserNameExA,0,0,1,0,2,11,68,37,0,2.0
Packed.Generic.459-00d6abcff691d6a002415d014f92742dbf7a0e95404045a5ad5236e95867a7cf,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,GetVolumePathNameW,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,20,0,1,44,110,11,635,887,3,2.0
Packed.Generic.459-036dfbafa87aad6c64d39188a29fbc2dbd7811174254e16b0e4b41a912b71818,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,GetVolumePathNameW,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,20,0,1,47,106,11,609,841,3,2.0
Packed.Generic.459-0aaf78909cf5b80e9ffeb0c38d65dcf6c9fef8cfab2ddae8dc49586414184c59,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,GetVolumePathNameW,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,20,0,1,43,111,12,650,899,3,2.0
Packed.Generic.459-0b3bad40eaa85e5276f7752a2f206367e3c6383cea1665b2ceb38462d9956ba2,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,GetVolumePathNameW,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,20,0,1,45,136,11,616,871,3,2.0
Packed.Generic.459-0fafa2116d6e4f64b3cdc3b45b6613ecaba5f1d51431ea1e4826009fa3d37e23,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,GetVolumePathNameW,GetForegroundWindow,GetForegroundWindow,GetForegroundWindow,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,CryptEncrypt,20,0,1,46,115,12,658,904,3,2.0
Packed.Generic.459-17807b69395a94c87cc26f69d0ef2ef5c6173616faa0b692f119006d42b67351,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtDuplicateObject,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,NtOpenSection,CoUninitialize,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,RegCloseKey,20,0,1,44,111,11,645,907,3,2.0
