,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,LABEL
Infostealer.Limitail-89648442f8e873c623b7ac2a092e477dceeeb743779c8456c995624e46d33842,0.2634915,-0.9586779,-0.13856941,-0.48802587,0.7030357,-1.277426,0.07779563,-0.31560925,0.84242636,0.53591657,-0.95020664,0.6611333,-0.15387335,0.5636609,0.14148036,-0.34239006,0.6842941,-0.7665119,0.40497687,-0.7215996,-0.78893346,1.2191172,-1.2415624,-0.754609,1.0
Infostealer.Limitail-8d9ce9fa2188848206463cb7287156559602b78e3730b925221dfb106338df39,-0.3277666,-1.0985701,-0.5024459,0.0040511116,0.5621819,0.14619815,0.5289712,-0.9199336,0.37722942,-0.35102588,-0.3817881,0.58424467,-0.72431225,0.41248024,-0.005209906,0.13984135,1.3506219,-0.11925836,0.57533073,-0.9134485,0.19076768,0.42529657,-0.745797,-0.20112583,1.0
Infostealer.Limitail-8de789660cb5a1de2fd4f31e3bea3c6febf83e697b33d086d56c48abdfec95be,-0.52275264,-0.60159457,-0.5744021,0.18215205,0.40394,0.06541758,0.5875627,-0.19496118,0.0760359,0.16225752,-0.43599704,0.9969217,-0.24808046,0.5025391,0.13700487,-0.41340464,1.0942106,-0.24696857,0.042261973,-0.70762473,0.02345762,0.5920291,-1.0149391,0.06999218,1.0
Infostealer.Limitail-8ee61362201a4a38070a715602423cace2acc16e2101728e10b72cafd9b37769,-0.3552205,-0.5319348,0.18756668,-0.27965465,-0.16950499,0.294989,0.597407,0.30816278,0.38187224,0.7952951,-1.5302883,0.2604927,-0.2885387,0.8515088,0.20652735,-0.81410235,0.96182865,-0.6775437,0.54408956,-0.8257048,0.56799585,0.19786438,0.03318701,0.06389398,1.0
Infostealer.Limitail-8eeba917c11b0e2576024f0b47b8160a35c96238c371caf4fbfb249886429209,-0.7728768,-1.0977813,-0.45550376,-0.40250674,0.4471742,-0.006581196,0.37559244,-0.5021471,-0.2733489,0.11418657,-0.36504593,0.3724132,-0.10422179,-0.15805426,-0.37616894,-1.0315267,0.5168922,0.6936966,0.8777221,-0.27919817,0.38183662,0.07809172,-0.27639863,-0.514021,1.0
Infostealer.Limitail-8f11332a767a7c7bc8d176b1c254d99ec637ca0a658392bcbdd9771b04379524,-1.4228402,-0.5779752,-0.34186018,-0.43232185,0.6466555,-0.054365702,-0.13717866,-0.6491628,0.4828399,-0.17007047,-0.35329443,0.3579116,-0.11900401,0.25572237,-0.17741026,-0.9331864,0.79796773,-0.052826725,0.64817554,0.06483638,-0.07119871,-0.15177849,-0.9784216,0.102660954,1.0
Infostealer.Limitail-904ba982fd067daed01ebcd896a8b8cf3e21e1a4069aadb236825f2f5180e326,-0.80449474,-0.24187772,0.12264068,-0.09835149,0.99856716,-0.7209252,0.16428733,0.79258394,0.1559968,-0.049987983,0.6662805,0.94132817,-0.3988575,0.045883566,-0.11519201,-0.7195485,0.92977476,-0.5413703,1.2046053,-1.19983,0.68362343,0.4208227,-1.5291494,-0.124843255,1.0
Infostealer.Limitail-9206eacd33ce482acbb9b448c6d8c93d3ccef31a91a0cc47c05bc9742a5172f4,-0.65189743,0.1609056,-0.5319379,-0.14758374,0.5904913,0.0691834,0.7422753,-0.60449404,0.2047313,0.07999375,-0.902143,0.47216085,-0.32002857,0.5315293,0.52296084,-1.6205734,0.72740513,-1.2316405,1.1867641,-0.25124043,0.25012025,0.0830425,-0.3689114,-0.6941839,1.0
Infostealer.Limitail-947c825ff179e28a60d5ccc21419234625d7f44b649f68dac0893a526c741dfd,-0.5090866,-0.60432404,0.12608309,-0.15984519,0.5851943,-0.3138599,0.1944629,0.06816914,0.89999694,-0.5410214,-0.63109255,0.66642654,0.022931945,-0.09451699,-0.61602557,-0.032045677,1.3624021,0.26211998,1.1879313,-0.7307861,0.63352996,-0.5925408,-1.7371032,0.32205164,1.0
Infostealer.Limitail-94b82f98c84f472597ee755e02ccc06d5afcb8f2ee22382a8ff9f245ad799b16,-0.4477002,-0.3963551,0.6107787,0.23872243,-0.09258023,0.74079657,0.9181674,-1.4144678,0.59103626,-0.052382063,0.12821059,0.42577112,-0.8401504,0.14263587,0.7453764,-0.25215247,0.7519561,-0.70900136,1.0244392,-0.14962718,0.10411428,0.84172887,0.29092103,-0.3576695,1.0
Infostealer.Limitail-94c5c81a239262e74163b98b5e78de9aca2b3af02d2e423e41b047f9a4ccd678,-0.84024155,-0.6431251,0.038156386,-0.6533552,0.11505856,0.25148985,0.45291558,-0.18202466,1.137593,-0.083507724,-0.24067089,0.87060016,-0.6497324,-0.30229315,0.081503965,-0.42203373,1.8451135,-0.2063446,0.93040556,0.14606121,-0.11898122,0.044459097,-0.84872305,-0.31727648,1.0
Infostealer.Limitail-99359a01fe0fb6289fd6320620cf51c55bd7fdb6f9a1a244dd26e5b5d094e92d,-0.74365383,0.34333813,-0.2767867,0.11039479,-0.03868569,0.94110334,-0.030492,-0.18989317,0.8209053,0.24902287,-0.8494869,0.6678062,-0.7618696,0.7196814,0.34102908,-1.4387896,1.2813773,0.033734143,1.2004809,-0.7302058,0.062420547,-0.5892821,0.26469034,-0.18329205,1.0
Infostealer.Limitail-9999af1c4f9e8343950ce09c1f6738073a8d544a588f475f4a698198da5ee5c3,-0.88474697,0.35979912,-0.11305831,-0.87577087,0.9776235,0.22808221,-0.10049342,-0.010336815,0.62641966,0.5310925,-0.18709512,0.1023751,0.84628165,0.08328866,0.7871278,-0.48643446,0.22795571,-0.99310374,1.1700634,-1.0165172,-0.853827,0.7582121,-0.08708448,-0.30837756,1.0
Infostealer.Limitail-9b1495df10401cb982ee4e105ad1e53299cb8c80957eb289e03f1d96d2301e4e,-0.72647595,0.17835185,-0.69382066,-0.52250147,0.10279225,0.058664847,0.2865675,-0.40749168,0.33540273,0.44305617,-0.1991189,0.34679306,-0.1787271,0.83804524,0.24173523,-0.86024785,0.43077606,-0.11761537,1.5558434,-0.5085004,0.08978232,-0.91324335,-1.5532862,0.75853276,1.0
Infostealer.Limitail-9bd68f3fb6b5e0cd43b92fd1347bee839de67f0de3908a4a210987dbb03e350c,-0.4686181,-0.42318237,-0.6025607,-0.531321,-0.44506457,-0.69625676,1.2343881,-0.53144306,0.8023682,-0.09873317,-0.1246274,-0.08683053,-1.0195953,0.4916975,-0.44204083,0.07686492,0.94897425,0.4321943,0.7487895,-0.83122134,-0.56068987,-0.3275627,-0.5265568,-0.057623744,1.0
Infostealer.Limitail-9be32de46d260b69124b93089d061ac4cf5cc8673484dd197c3d5247aa66462a,-1.1964939,-0.12123578,0.09930342,-0.51911587,0.91106427,-0.13219486,0.12162434,0.04013509,0.8876844,0.18185198,-0.017836588,-0.08554002,0.7521101,0.41100946,0.84020865,0.1232053,0.5659059,-0.5642046,1.4215606,-0.9067793,-0.94836533,0.1385437,-0.5076988,-0.045061614,1.0
Infostealer.Limitail-9cdb36b485d6d687c14e11aaee4ea37d671a15de2d23532f9cea74af0bf0086a,-1.379009,-0.39812025,-0.07082188,-0.7815924,0.41809395,0.005813209,0.16500227,-0.2679933,1.4757378,-0.08594533,-0.9475361,0.2612762,-0.104448035,1.8669169,-0.3492713,-0.041965272,0.11781122,-0.39423612,1.3406726,-0.05078191,-0.81894124,-1.1773078,0.0026861043,-0.12417153,1.0
Infostealer.Limitail-9d5a60b79a02649d07da1689f3bb01bd6c04c223afee17409db7b57d338683f8,0.1528838,-0.85426116,0.35677165,-0.44714904,0.2525858,0.6212013,0.28189087,-1.2162116,0.6924876,0.24679609,-0.7992451,0.5128135,0.30884928,0.94911724,0.26143354,-0.8353718,0.1606668,-1.137018,0.78401095,-0.22491369,-0.25673276,-0.5771271,-0.2282849,-0.84947443,1.0
Infostealer.Limitail-a0adb9cff7c70f5905e335a205c689d72a5bec0a6169b62a8e815c1d69e909bd,-0.58834124,-1.036205,0.20287369,0.01243124,-0.26021504,-0.40375155,-0.22850086,0.8769384,1.1008095,-0.43799022,-0.56683135,0.5385561,-0.6117127,1.0522218,-0.79310715,-0.46670404,0.6714949,-0.5119909,0.46057266,-0.25089812,-0.525094,-1.352425,-0.27231205,0.3107328,1.0
Infostealer.Limitail-a12ea3fd3e82846cc06b971ac63f88cf3241d97d0ee09ef16731f4bf00386328,-0.7626965,-0.105627604,0.629544,0.2682764,0.123528495,0.027125856,0.35227582,-0.4945714,0.8957372,0.23804136,-1.202388,0.8771401,-0.36719447,1.4642406,0.32351974,-1.3747468,1.1417483,-0.03388024,0.6584149,-0.62534255,-0.0063826307,-0.9377899,0.47396702,-0.48775554,1.0
Infostealer.Limitail-a22fff831dbf91368997ef0b288a97034c2b88ccc29565a231096522b65fa495,0.18145882,-0.13095693,0.07875392,-0.6629053,0.34572735,0.21386774,0.9923082,0.3638726,1.1836891,0.29811293,-1.0514274,0.46154043,-0.46623054,1.2663515,-0.019591602,-0.49348128,1.3356154,0.67545855,0.51908916,-0.20546849,0.6204677,-0.4537851,-0.5300199,0.08175288,1.0
Infostealer.Limitail-a322553247b53722200cc96d81e501ce56f2837976e18a878b61a1f35650fc8b,-1.0988104,-0.14042574,-0.5274367,-0.2643305,-0.028818462,0.032792185,0.61884826,0.42271298,0.26246044,0.30497962,-0.9662273,1.0635159,-0.39723966,1.0578206,0.05643795,-1.4117901,0.7552608,-0.23723128,0.87267303,-0.6936353,0.30871376,-0.94822854,0.55732155,-0.08835093,1.0
Infostealer.Limitail-a45eaad36fa9855951bc25af04b210fcd02b0c92e7473d57972f32b85477f265,-0.906885,-0.16876747,-0.18047932,0.006161687,0.18337524,-0.116989106,-0.44712594,-0.0054392503,1.3195996,-0.029812768,-0.7356781,0.40718672,-0.8997073,1.5728074,-0.37307063,-1.2160397,0.6632899,-0.00579305,0.74786043,0.13056244,-0.13170952,-0.6986113,-0.3404715,-0.4525504,1.0
Infostealer.Limitail-a47dbb5e006a7e90838a938d7704ff1a728090606a2bfa7dab1b9a0e6d35d386,0.47061598,-0.33179766,0.22875568,-0.33755955,-0.06977387,-0.38548356,-0.8224799,-0.2371964,0.58527905,-0.34519118,-1.6176846,0.3238701,-0.038484223,0.31614086,-0.8510303,-0.52000624,0.9191667,-0.9366927,0.9271981,0.09683551,-0.91875005,-0.56088847,0.3027038,-0.78583187,1.0
Infostealer.Limitail-a535116ebd3dc5669919883fdb21c57efdbf10894113ace81207758e62f629e5,-0.31398883,-1.1070743,-0.1597012,0.2932573,0.28020182,0.16918506,-0.08395229,0.13934077,0.1348933,0.2853836,-0.6625919,-0.87020355,-0.23363386,1.5164809,-0.62317497,-0.100549616,1.2473893,0.47285634,0.4242075,-0.6910775,-0.48515007,-0.19381301,-0.1308133,0.62491614,1.0
Infostealer.Limitail-a7de463e5e5b5143d6776ba9c6a7f60d77767eb899d4dcaa072710f402ddf0b7,-0.7423455,-0.2523349,0.36186197,0.059207626,0.43850738,-0.058856122,-0.7844157,0.17680416,0.16314773,0.006442043,-0.43206704,0.3679635,-0.55127394,1.1070372,-0.50003934,-0.9516352,1.1044346,0.24015842,0.65797335,-0.6984613,0.062096607,-1.1291132,-0.43844742,0.38469544,1.0
Infostealer.Limitail-a963d13c8f6d837416bf835cacc5d264c6f86c20aa1a2ab7ac69ffaef2b48c8a,0.45329717,-0.11838039,0.30233428,0.5083037,-0.07105617,-0.74703324,0.045206524,-0.46888623,0.19606833,-0.41417363,-0.36357656,-0.16139925,0.39389107,1.5945516,-1.2734877,-0.59005576,1.5444555,0.5832586,0.47410816,0.14130767,0.22943518,-1.1733506,-0.10698739,-0.53750336,1.0
Infostealer.Limitail-a98ad1f39b9d78cd714143fb4ea8f2b3cb458a90e0c19aedbcf6a7f1553061be,-0.38816386,-0.2678593,-0.38141876,0.4650719,0.6642655,-0.15890194,-0.70216364,-0.07812974,0.08988526,-0.85188085,-1.3424305,0.2603861,0.49913225,0.2445652,-0.2677348,-0.97618836,1.1483593,1.7554798,1.3953577,0.37164906,-0.1377922,0.5323326,0.16534525,-0.3717391,1.0
Infostealer.Limitail-aa651d6dcd8fe3413dcef6ebbb5198033724413ec46299858afd46be20fc4299,-1.0306537,-0.4110448,0.7112752,0.09803075,0.20699298,-0.24387467,0.14944814,0.35261562,0.4710925,0.964104,-0.9928372,-0.6177821,0.0025634049,1.0698372,-0.31313112,-1.171897,1.2791545,0.64267755,0.9831803,-0.16778229,0.13255692,-0.13230014,0.2762773,0.25689375,1.0
Infostealer.Limitail-ac49f17fb0e8730e0777eb18ff05fcba054aa5f7c5ef71bee43c6f625aa19032,-0.2274778,-0.006374125,0.18426695,0.4097581,-0.32067484,-0.07666649,-0.1909968,0.29162568,0.26886952,0.10223907,-0.90971655,-0.82274556,0.79062027,0.888507,-0.26472652,-0.9622958,1.4174067,1.0683463,0.7085972,-0.033851266,-0.22276028,-0.6572836,-0.17395505,0.10398843,1.0
Infostealer.Limitail-ac848523aabb2fbb410fadcc4bb7fa637251f3cea08546100474224ded1ac7a1,-1.2234449,0.63033134,0.41248327,0.1780515,1.1242046,-0.6477979,-0.45863956,-0.45046625,0.25918165,-0.5755138,-0.47210485,-0.6442898,0.39181766,0.7150571,-0.5718315,-0.9655302,1.1879644,0.9768784,1.1268202,0.20430602,-0.3789119,-0.05050682,0.40715718,-0.5203417,1.0
Infostealer.Limitail-aec0b4f71a178d172dbb43aec499b72e54e0ad4efb215aee0a5fc1ee387a6583,-1.5388297,0.18103427,0.1598663,-0.10402329,-0.112539954,-0.09678475,0.38708428,-0.48365855,0.44354355,0.17964157,-0.39434123,-0.071844794,-0.049645826,0.7755486,0.27749,-1.9510626,0.90050566,-0.45027083,0.14154963,-0.17466393,-0.5231126,-0.38890982,0.36348996,-0.83924353,1.0
Infostealer.Limitail-af8026c77c1b197933cdce9111c0129c6267bf6d508c65dcf22295a84d6d8930,-0.036592357,-1.021847,-0.05251928,-0.6295062,-0.7746344,-0.9173364,1.0347061,-0.4077738,0.56660837,0.011586413,-0.18374415,-0.014607315,0.09630993,1.1120976,0.23284613,-0.18479069,-0.088618964,-0.013737618,1.941759,0.1182168,0.7844049,1.4039059,0.881011,-1.026881,1.0
Infostealer.Limitail-afa5cb442d730167e1044659b960a12a8ff861e7187d7b15ef81002ce24de45d,-0.56533957,0.42958647,0.5114475,-0.34158152,0.15433328,-1.102071,-0.36909327,-0.46531206,-0.00058559084,-0.13974595,-0.30454656,0.11110931,-0.26354745,-0.23188901,0.06703557,-1.0526143,0.39230567,-0.49063113,1.2969601,-0.2159083,-0.8200337,-0.45084107,0.4172945,-0.6423957,1.0
Infostealer.Limitail-b1bfcf64911af6aeb18007b21016bbb9e73d1307137c23fb6c60836d67ac1fa6,-0.8949975,0.04887632,0.5568184,1.16056,0.4805366,-0.33068904,-0.04293725,-0.30904356,1.3382134,-0.17276642,-1.3241792,-0.07698141,0.14418326,0.2089764,-1.0216879,-0.60763437,0.25950822,0.34774813,0.39362445,0.4985232,-1.0326979,0.7559164,0.21706177,-1.0410345,1.0
Infostealer.Limitail-b20637277de90ddb8fdd5ab650ac1f09a071d6ea610bb4625f152b7af000c832,-1.3702558,0.121422514,0.4998805,-0.19365272,0.44670424,-0.22533335,0.050856944,-0.014953884,1.2164687,0.27316278,-0.89799404,0.5583388,-0.10772272,1.3187494,-0.4942006,-0.12936172,1.018097,-0.49234283,0.92872983,0.36112335,-0.40108556,-0.4078614,0.63960826,-0.31692806,1.0
Infostealer.Limitail-b2e444cbf52c3f5edb31a3988807d0fe0c62606074b626b4017649ba35500d32,-0.9116662,0.14270754,0.30536768,-0.18054716,0.06214881,0.27682742,0.34562984,-0.8391587,0.5453164,0.001969892,-0.21538302,0.26810288,-0.9049653,1.5839746,0.42112792,-1.2679104,0.70317554,-0.13380346,0.6175102,-0.47339824,0.116301775,-0.494708,0.3937351,-0.7588823,1.0
Infostealer.Limitail-b3a629de1e0b87201e10213c48e758192b04d2244c0be5d1522d05d67968522f,-0.96934086,-0.32654047,1.1223179,0.113941446,0.5225136,0.84329903,-0.07411152,0.12124423,1.7603481,-0.2705506,-0.91152894,-0.62129,-1.102525,0.8652912,-0.346031,-0.64195013,-0.2951632,-0.110568136,0.8701521,0.6014962,-0.654713,0.7387358,0.29581335,-0.86779326,1.0
Infostealer.Limitail-b4daeb4d763cc60a1f8d22b8a7cb6d7e6c68a0e2b9b12fecfc7ef94f32ff0ced,-0.6173592,0.31611618,0.7626236,0.3355954,0.5311321,0.095917165,0.32444477,0.78916216,0.58488977,0.1520331,-0.9851145,-0.20735519,-0.12251512,0.6597827,-0.23100041,-0.63173175,0.9556662,0.35962543,0.17314295,0.5936138,-0.63351077,0.5226228,0.7387912,-0.89569014,1.0
Infostealer.Limitail-b633d4805ad878cbe78d9d900276e1f1f43c5ff11b5714c6377e2a474eda0d76,-0.6991045,-0.05603334,1.4275239,0.3656089,0.4232189,0.63488203,0.19650196,-1.3063395,0.47871688,-0.30610102,0.31544426,0.45704025,-0.48225823,0.76141447,0.6788802,-0.82123053,0.81238705,-0.39028463,0.48864734,0.5995225,-0.5772489,0.60362154,0.07626359,-1.0475198,1.0
Infostealer.Limitail-b73bc328679f20c21a2d6b61cdb011c869dde02cd4d088ff35f682287e548327,-1.0326351,-0.54053307,0.06780314,-0.5748738,0.70427376,-0.59506434,0.5040804,0.058528714,0.9061817,-0.74762523,-0.93540317,-0.2517342,0.88789785,0.79215944,0.5508531,-1.5387074,0.10737171,1.2654328,0.6063902,0.49463528,-0.7567643,0.5832307,0.6794625,0.5300698,1.0
Infostealer.Limitail-b7da0ff31c940d355a4817462058ad81a62417c98960eb0fbd68120ef3ac93de,-1.3220834,-0.8482913,0.38881335,0.1451941,0.25608233,0.03226013,0.29097396,0.35561436,0.0944034,0.69206995,-1.0607154,0.03601602,0.334937,0.93793434,0.21929792,-0.8957215,0.58452886,0.19211596,1.1566876,0.083993636,0.18901835,0.20452894,0.6075053,-0.32672742,1.0
Infostealer.Limitail-b94f61195a78b7159accf228903427a2635d6e840cb10740004652d627233cae,-0.77255446,0.49416456,0.28394383,-0.20392162,1.1757118,-0.72208977,-0.19100602,0.10408439,0.3853473,-0.10020931,-1.059764,-0.76733345,0.4549897,0.95604295,-0.48894063,-0.91483116,1.5545099,0.47007164,1.0518898,0.25448802,-0.66829014,0.020544117,0.5967842,-0.55924875,1.0
Infostealer.Limitail-b955984d847bfacaceb82cad86ebce81c1120158d04de2150d738460cbe97d08,-1.2421209,-0.47809544,0.5548264,-0.13898014,0.46008477,0.6043464,0.2863565,-0.51171666,1.6480024,0.13451362,-1.3102379,0.24237819,-0.94432706,1.0648458,-0.09520522,-0.769103,0.11090514,-0.07173018,0.665225,0.84592265,-0.7213799,0.4920032,0.07647879,-0.76285726,1.0
Infostealer.Limitail-b9ae18e4dab89e49f4236101dc1bbce72304e3be8110a2061a3c2ae6fa75c359,-0.40073875,0.06350379,0.111584075,0.20349993,-0.16337201,0.266496,0.5378838,-0.7326237,0.22088784,0.77388966,-1.057719,0.043909546,0.6753784,1.1307046,1.0345846,-1.2367427,-0.30305925,-0.10385909,0.9656657,-0.18609045,-0.16126549,0.25068778,0.14274321,-1.1683065,1.0
Infostealer.Limitail-b9f87867a8f32ecb5dd47b8434da373508e12ebe8f3fd0b3a5ac944a18041681,-1.4255135,0.070113145,0.8512343,-0.7682352,0.6820808,0.33627144,0.64696175,-0.19717856,0.61980224,0.5733982,-0.1195957,-0.83656543,0.87502354,0.38184142,0.42226562,-0.27489677,0.76387763,-0.6572306,1.1443696,-0.05473468,-0.9276869,0.52832866,0.07040307,-0.92978746,1.0
Infostealer.Limitail-ba73400dcee2eef24c9ec20bc1e762cc1518fdf186f63d150200ef399a91d9b4,-0.73758775,0.19897039,0.13469468,0.26176235,0.18763578,-0.091725715,0.17872766,-0.4766116,0.029372288,0.04404425,-0.4930972,-0.7064458,0.37098283,1.4098046,-0.034913782,-0.039429203,1.8093503,0.12662509,1.6202455,0.060504086,-0.14687349,0.15820424,0.32946914,-0.6228573,1.0
Infostealer.Limitail-ba9a208c3f4d7c10baab9ad20fabdc9e131da33a56ff3f4775c0a10ee1abcefa,0.069747485,-0.09005777,0.5860445,0.0943986,0.36189213,0.4948069,0.7126277,-1.2362738,0.082032256,-0.18602219,-1.1337606,-0.35525706,0.43933952,1.2805856,0.7072726,-1.1888787,0.33669117,-0.51196605,0.3285077,0.013666807,-0.63416094,-0.059939377,-0.008506984,-1.6448015,1.0
Infostealer.Limitail-bbab20be5bcfb097c1b04819939e16eef872a965c7c08e97afdb22aa7d55e0b6,-0.43106097,0.49599615,0.73436904,0.01433461,-0.62158513,0.0007477651,0.7222379,-0.23592733,0.1713468,0.10734356,-1.3180438,-0.09348562,0.021798283,0.8303106,0.30329105,0.03708577,1.218276,0.38877633,0.63386214,-0.27740827,-0.21393661,-0.29472917,0.339527,-0.9120838,1.0
Infostealer.Limitail-be9301908db2f53081be2c7af21821ea1122924d058f88b6ee12047985ea07e1,-0.3014781,-0.30955604,1.3441758,-0.30532217,0.35226268,-0.33683977,0.37711874,0.4536042,0.71108115,0.08741,-1.077763,-0.75611883,0.13443276,0.7544917,0.067173466,-0.16171904,0.9480734,-0.43622598,0.95872813,-0.3098032,-0.056012888,-0.13968618,0.25805518,-0.9189437,1.0
Infostealer.Limitail-bf7c5c47e0b61c77403f7ce4f85b8b0609ba7f862ee459c849ef776f334e09a3,-0.13231695,-0.5999777,0.48202637,-0.5507637,0.22452913,-0.023147447,0.71845716,-0.9430128,0.848515,-0.20125712,-0.8196849,0.30228573,0.27693713,1.3294297,0.54901546,-0.8374629,0.6147911,-0.90367883,0.86724,-0.090785526,-0.57391554,-0.7302082,-0.12872578,-1.3879186,1.0
Infostealer.Limitail-c01ed59a78cd96fba65b6660205de22f5a8902dafe0db09ac49f370e823a21da,-0.98075074,-0.24527898,0.283935,-0.022884587,0.08894058,-0.40501866,0.7702917,-0.31347626,0.7779861,0.41270903,-0.62026644,0.13846612,-0.5245721,1.5704829,0.36293304,-1.0516249,0.8359181,-0.18949686,1.0949035,-0.47344878,0.027856143,0.06891346,0.70990896,-0.7069628,1.0
Infostealer.Limitail-c057a553cd9edf534a75a08939c1d6ec1a64be09f9001dc3923ddfa0b8cada3b,-0.8257799,-0.44647118,0.6660933,-0.6210753,0.21062243,-0.34216565,0.45627022,-0.15951,0.8961487,0.5192222,-1.3990759,0.054152615,-0.124266356,1.6159616,0.5008764,-0.83848524,0.09231659,0.19539598,0.6256347,-0.51498264,-0.51067924,-0.21017665,0.14446269,-1.2344382,1.0
Infostealer.Limitail-c11d21f2a7916d7befeaf3ef17ad3329be3dd4163be2831b0662f9f5999f8529,-0.63860685,-0.70671684,0.82969695,0.16474724,0.16527694,0.017382631,0.22747536,-0.3457401,0.7519228,0.31919035,-1.4276788,0.7368922,-0.27217695,1.2417669,0.056912087,-1.38355,1.0948286,0.1396385,0.9554253,-0.35444716,-0.18376069,-0.13047732,0.9294863,-1.0794997,1.0
Infostealer.Limitail-c17ce02c8e864f7d6f6c5d1ba02d9c929cb6d49dee042c9b839816d6135cea1b,-0.7101362,-0.87486833,0.6127746,0.06196019,0.012445071,0.18554775,-0.4437859,0.2603296,0.016293552,0.66602755,-0.56454825,-0.73434657,-0.05789552,0.6631464,-0.7392581,-0.9352254,1.1761615,0.11323854,0.9265143,-0.93793607,0.68730426,-0.16132236,0.54618585,-0.105400726,1.0
Infostealer.Limitail-c1e15641472e98ec6d09124d23f25c0eff1d86444575a31d4646bb3ac3ed9aaa,-0.48748785,0.45473364,0.17241757,-1.0023164,0.90861696,0.08186236,-0.67363286,-0.1421951,0.6298005,0.46813732,-0.65675646,-0.2205129,0.742002,0.1508673,0.46109197,-0.27407256,0.8142396,-0.9885124,1.6374291,-1.0029933,-0.2234941,0.60493255,0.061923355,-0.41751567,1.0
Infostealer.Limitail-c771a8f13d650850995dcc13d5b540bc1f9e93b553e193ce676919f2e50b9c61,0.5389292,-0.051483344,0.69249886,1.1247567,-0.59624654,-0.07442281,-0.16819052,0.45946783,-0.6587214,-0.36652595,-0.71183616,0.2745014,-0.374607,0.27472055,0.50439835,-1.0852418,0.9848442,-0.47777864,0.16281869,-1.0434834,0.6553552,0.18363576,-0.38070846,-0.3959395,1.0
Infostealer.Limitail-c918876d2c9b0bfa649abf35e66e20b01ff64c3411a241d5bd8fa89f11cce12b,0.76643336,0.49860653,0.12884581,0.44266087,0.7945375,0.08763994,0.2590749,0.23979302,0.44161046,-0.21556133,-0.3512642,-0.3915642,-0.44153208,0.9481271,0.4897154,-0.22060704,0.95088863,-0.5640696,0.9007416,-0.5310189,0.25868115,0.25463206,-0.2748081,-0.191503,1.0
Infostealer.Limitail-ca9e55bf1df3f9dfbf34ecdb10e2406dd97a91784cb83c0e37b0762841b854bb,0.17475377,-0.053939857,0.20032457,0.59368205,0.6810494,0.35696548,0.5293114,0.6279142,0.24973014,-0.76614255,-0.5572357,0.17324895,-1.1328812,-0.089301124,-0.14519891,0.03574964,0.9063719,-0.77632904,0.55997986,-1.5900396,0.12809154,-0.030429263,0.71355045,-0.13923205,1.0
Infostealer.Limitail-cb0c9845cce640b378dd6ca2afebff79c78b66e0d9f105c7d1a8a99fd1cf6c10,-0.26752633,-0.18786877,0.8708557,0.41998821,-0.29617742,0.65124476,0.484138,-1.1196404,0.20361115,-0.3415236,-0.20302044,0.19929935,-0.5246134,0.34985578,0.65285975,-0.4212859,1.2661802,-0.86579263,0.60660964,-0.04629246,0.40567285,0.20545861,0.58308953,-0.14480197,1.0
Infostealer.Limitail-cb40ae3704e647f210f3109cda3f6890f24d277f68bbd9ca4bb579117a8b7b3c,-0.6530242,0.19724679,-0.28191528,0.64771533,-0.16916226,0.8747877,0.15791713,0.04869985,0.62259203,-0.2708096,-0.17666629,-0.1437219,-0.64785045,0.9964894,0.4738322,-1.396015,0.826603,0.253542,0.63095844,-0.63151044,0.35984883,-0.2766433,0.3220961,-0.6693001,1.0
Infostealer.Limitail-cc9981e200e16cbcd07ed65cace21d4d3231e5f5692d3f3514dd3a4ae3fcec38,-0.49117193,-0.0025828688,0.34474617,0.4467559,1.1060294,-0.34064195,0.069715284,0.8503016,-0.15141921,-0.13264063,0.31417635,0.28338802,-0.07238114,-0.25739747,0.047895834,-0.8752707,0.97519076,-0.3345345,1.3924124,-0.69598776,0.43261516,-0.068121865,-0.8729334,-0.14515637,1.0
Infostealer.Limitail-ccc78878b46eb1de41aee989e411f80b04d008b236131c98cec959838027a76d,0.4966905,-0.07501835,0.08071293,0.25597793,0.22807935,0.020299599,0.5850637,0.70980024,-0.24570513,-0.2441208,-0.9044243,-0.5596523,-0.24254555,0.43270737,0.29029426,0.13361281,1.048059,-0.37172,0.9712496,-0.50200164,0.013582694,-0.108858,-0.51808286,-0.9615942,1.0
Infostealer.Limitail-cdc08b4a4b0c2bbc343707f03e9f4f7a125b57c71fa337a655377e420e63e1b2,-0.102545135,-0.86198837,1.6305228,-0.14556397,0.0022887893,0.17827867,0.06355722,0.7448929,0.37661207,0.16399278,-0.7951485,-0.42278156,0.19181238,0.8420234,0.67429197,-0.25291583,0.9118418,-0.369599,0.8407969,0.23542407,-0.4098246,-0.1369586,0.001074002,-0.47697482,1.0
Infostealer.Limitail-cef9664997381f7077f44664dba5120c9526e236dee4576bccab578bc1125508,-0.4307538,0.18301187,0.4983952,0.7404555,0.105973974,-0.15591758,-0.5112034,-0.25965142,0.2603125,-0.31977615,0.47588828,-0.75185895,-0.61575514,1.5918462,0.17070773,-0.76077414,0.07187937,0.2592413,1.5410308,0.60127306,0.21213531,0.0836562,-0.30641684,-0.5466428,1.0
