,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,LABEL
Infostealer.Limitail-00ef4eae8d3744a94cdad3d143180163d2805eb3efa4b471dc70fba7fe1ce917,0.6194435,-0.10390255,0.44471976,-1.1584141,0.1712221,-0.094079465,-0.041915834,0.3729041,0.17521794,-0.11431315,0.08748181,0.30088162,0.21980648,0.32560864,0.42079157,0.068987355,-0.0050877593,0.092779264,-0.037826393,-0.38816908,0.33006495,0.30866483,-0.22186656,0.04600053,-0.23695026,-0.19254544,-0.03801183,-0.18860042,-0.46552736,0.6900539,0.54584837,0.13159242,-0.65772647,0.0681554,0.042031776,0.9781321,1.0
Infostealer.Limitail-0123ab6dd5cc869f8915767ce440642b8305beabbb8b326f65a74952fc23417c,0.5884056,-0.16429713,-0.009442486,0.27962244,0.70174396,-0.006849738,0.013297028,-0.014290487,0.2548,-0.20760591,0.07517159,0.033767194,-0.118940204,0.41751638,0.0894054,-0.33885536,-0.17257942,-0.42979985,-0.06181444,-0.38255125,0.23997025,0.24105528,-0.264497,0.050460424,-0.6706057,1.5047809,-0.056929126,0.455631,-0.6492102,-0.0116631305,-0.8279753,0.6798876,-0.7856934,0.59328824,0.50179946,-0.25744534,1.0
Infostealer.Limitail-0475d54d5b6d3d7ae744cc7bede1496bde02dc30da9c1d3d6735e8a9b06b5603,0.43569082,-0.18481673,0.5312453,-0.10467556,0.7793085,-0.24050279,-0.00824295,0.17612901,-0.6398111,-0.67220104,-0.076248534,0.6625201,-0.3972661,0.36220282,1.074123,0.43557915,0.08196828,-0.031157177,0.27337387,0.28650388,0.481131,-0.027741825,-0.039853938,-0.13654152,0.4947108,1.0322354,-0.23742265,-0.32649848,-0.63039887,0.10122715,0.61101353,0.28564125,-0.05810969,0.1509297,0.031047845,1.0596858,1.0
Infostealer.Limitail-06782b2472460f2d91238d0c524dfda4d52bfc43f2c48c2bed652e595fed3985,1.431215,0.5130761,0.35540044,-0.22266784,-0.019652903,-0.3392138,-0.040177524,0.09161616,-0.08745655,-0.013139366,-0.24967623,-0.41505066,-0.06131247,-0.46293786,0.09433502,0.014657042,-0.2793113,0.46689734,-0.9440906,0.28983274,0.07673368,0.8265505,-0.21835908,0.5962121,0.24670152,0.7354488,-0.12185104,0.5575505,-0.03960766,-0.6112704,-0.01226647,0.26775983,-0.25811732,0.80550396,0.3154256,-0.5819289,1.0
Infostealer.Limitail-09ff450c5df368071b2e3016656d3ba91f9db8760d61706711ec453f8409f933,0.33879155,-0.23661521,0.7308967,-0.73693174,0.5890008,0.70115197,0.12136277,0.8732367,0.34713453,-0.2201991,-0.4772302,0.0064209644,0.32172436,0.48982096,-0.16573827,-0.038195506,-0.30012086,-0.51978886,0.053573307,-0.4001935,0.7593879,0.33801445,-0.70603514,0.22756149,-0.14829916,0.3007212,-0.29716977,0.37512422,-0.078114584,-0.18767369,0.1104907,0.12237971,-0.9314066,0.15975176,-0.1805283,0.4455084,1.0
Infostealer.Limitail-0a1de690d2206a17d79c5b5d732d1e22ed66be863603f7158a4dd3d1c05e64af,0.55633867,0.44000116,-0.28911644,0.32642815,-0.020487309,0.36830112,-0.29914597,0.44011953,-0.2279706,0.0791481,0.24575694,0.042161442,-0.2950192,0.5448501,0.2432667,-0.18012618,-0.007975613,-0.5458877,-0.030598031,0.092843324,0.6503529,0.35622817,0.22497135,0.17504741,-0.65185165,1.2525492,-0.0200782,-0.09378591,0.058587216,0.11050947,0.5092741,-0.05269438,0.020129839,0.43517444,-0.35585707,-0.11932566,1.0
Infostealer.Limitail-0aabdd5ede5205920b2005f74fff2e166128f7bb03bc05187a0f9869db90b956,-0.060974855,-0.33496588,0.23182952,-0.15830074,0.12627892,-0.49544817,-0.44725624,0.41761714,-0.5947847,-0.86098486,-0.4527179,-0.08546429,0.43109426,0.16656101,-0.17027232,0.7437,-0.03513596,0.04448646,-0.07656052,0.13940997,0.07656363,0.5452335,-0.9427573,-0.44304663,-0.3052212,0.3759879,0.4690087,-0.12232557,0.056849293,-0.6609331,0.5813638,0.15216465,-0.17502181,0.19474812,0.3667685,0.00826744,1.0
Infostealer.Limitail-0b6c32474d27befbde890587ef0c17758a294919cb94ce9877b4f47fe5c8c7cc,1.3695985,0.1763038,0.58799213,-0.5520229,1.0259653,0.9619092,-0.011284451,-0.027756896,0.7629496,0.5001405,-0.073032536,-0.24972269,-0.25665405,0.30633584,0.49061996,0.2590563,0.15565443,-0.5482057,0.29350907,-0.75238293,0.39730346,0.46118277,-0.11693431,0.7085461,-0.004104514,0.47552297,0.22004946,0.07919012,0.2581245,-0.047809146,0.3263847,-0.19370787,-0.30543524,-0.27873537,-0.059801724,0.7351453,1.0
Infostealer.Limitail-0c099054f7dfc82eec2cb236792bdda71cbfa1b0bff29faa1c29a085942642ee,0.1200081,-0.047188155,0.3706179,-0.3324612,-0.27660093,-0.017612023,-0.8245619,-0.39905292,-0.15707597,0.06029001,0.34173006,0.016317286,0.21189705,0.12773505,0.5083379,0.33222815,-0.14835605,0.035326242,-0.07489581,-0.009348641,0.50212795,0.12679507,-0.1882394,0.7132217,0.20700702,0.54131484,0.17856926,0.2883509,-1.1134615,0.5374395,0.13784026,0.16021125,-0.44383875,0.56853426,0.04540613,-0.06543356,1.0
Infostealer.Limitail-0d32a0301c155ae34f05082bda13659a657abd14c99611e4cc773ee38fe4f6ed,-0.000116930925,0.26630732,0.31994748,-0.30665857,0.4173955,0.12916799,-0.6940016,0.38101244,-0.039002128,-0.4938723,-0.12414192,0.25938556,-0.34502834,0.010342501,-0.31507134,-0.2644199,-0.0070611103,-0.31748113,-1.2679644,-0.50846404,0.36158705,0.22966632,-0.5241601,1.0597322,-0.02944128,0.540874,0.104315236,1.2696153,0.010556242,0.36022583,-0.595347,-0.9856736,-0.57438487,0.45222667,0.054682404,1.1685257,1.0
Infostealer.Limitail-0d485c1fc0333c23dad74c9823486e5730d1ad15ebb95f7ad556254c00d66bce,0.5374983,0.123213924,0.625741,-0.022795381,0.44629815,-0.3881829,0.09637106,0.14631136,-0.07679644,-0.3293892,0.22841516,-0.28347364,-0.93177795,-0.2008996,0.9840636,0.8719855,-0.06346596,0.53921586,1.8886449e-05,0.27363107,0.55858386,0.15754376,-0.074550755,0.1889331,0.20916104,0.6164325,0.3414797,-0.08617833,-0.4405438,-0.3173597,0.01497996,0.11233281,0.29261562,0.14479634,0.18938173,0.6206774,1.0
Infostealer.Limitail-0e505630743126bbfe7849d0a4c644d021a9b03a00673a4a4080d66a5b463de4,-0.16299658,0.35150668,0.15995671,-0.08586769,0.75048476,-0.058888845,-0.28182924,-0.25536436,-0.2550836,-0.18697055,-0.5492699,0.4943217,-0.7544699,-0.2723205,0.024150934,0.44136614,-0.384849,-0.78957087,-0.5021519,-0.5636349,0.39694262,0.80942476,0.15029411,-0.028404757,-0.6201998,0.0604246,1.184323,-0.13749357,-0.43043318,0.4387358,-0.14981337,-0.02991711,-0.18859862,0.24728876,0.122891,0.6931308,1.0
Infostealer.Limitail-0f69f12074e1eb0676e76876df23160e0a478d6a5aa99a05920f3738ec61bbbc,0.3058393,-0.20105952,0.16320835,0.14943752,0.13332088,0.5400105,0.9691402,0.6673494,0.08095434,0.17497097,-0.66069084,0.26241347,-0.37810802,-0.22087073,-0.0019489645,0.35277766,0.41974613,0.43711764,-0.23759708,-0.14295912,0.46882015,0.49125314,-0.703122,0.22062066,-0.12070701,0.68252534,0.17157218,0.31837335,-0.025482873,0.23563151,-0.0362137,0.46014827,-0.48080337,0.71986884,-0.37184483,0.7247776,1.0
Infostealer.Limitail-0f980c7daa8aed3f5ec136e578fbb78a1ceb392fb2f5116e17726485b18e1fbd,0.3079637,-0.17953219,0.011082025,0.024388444,0.39633003,0.15636177,0.07176982,-0.17769936,-0.5083775,0.5661861,-0.10029849,-0.034838792,0.5345156,0.24888086,-0.19936036,-0.51725847,-0.49144223,0.107482985,-0.7309572,-0.39048287,0.07522421,0.114000194,-0.5064075,0.4969926,-0.15206264,0.6812451,0.5038564,0.089741774,0.13758782,-0.81814057,-0.5791524,-0.009748066,0.108443104,-0.020346174,0.43730852,-0.16299653,1.0
Infostealer.Limitail-10f5d0f417623ea40f0c90ad193d6a11b2c08cb367fa06d2e6afc898c296cc9f,0.24404661,0.07776073,0.14558509,0.1232653,-0.23087938,0.052256823,0.588161,0.1728604,-0.28908387,0.054780826,-0.54413855,0.05316805,0.31431547,0.09098208,-0.45337862,0.14695154,-0.02045136,-0.2702236,0.21886434,-0.6008898,0.19276398,0.99794275,-0.27491483,0.02023229,-0.46638742,0.24295288,0.68302935,-0.053501286,-0.12078197,0.64299095,-0.33431125,-0.5486982,-0.21630654,-0.88297594,0.12616655,0.9284955,1.0
Infostealer.Limitail-118b08bf351375c6d3aea39afb26196640ea6b6d9b065352425ce11d691ef1e3,0.81843036,-0.13509375,0.96833855,-0.16567022,0.6205115,0.96029174,0.230201,-0.009579582,0.41905072,0.41857558,-0.23114887,0.22754163,-0.4113208,0.9184587,0.6951601,-0.06483155,0.39956534,-1.0193946,-0.08505151,-0.66163653,0.23806149,0.30573633,0.04290682,1.0274282,-0.22587427,0.46907312,-0.054623824,0.07348243,0.31815895,0.07760838,0.29577503,0.16147684,-0.50389606,-0.3436196,-0.54719025,1.0364896,1.0
Infostealer.Limitail-1210fa15170398851d251cd557e382016a5e5cda335e0bd1156626028a66e024,0.19859199,0.28083986,-0.14703588,0.32845694,0.10281435,0.84424883,-0.25336045,0.3837987,-0.10602351,0.24080285,-1.3028363,-0.27329597,0.016859923,0.05437402,-0.44307292,0.29532254,-0.09004759,-0.42709494,-0.05868911,0.009887206,0.5523749,0.3844882,-0.16881834,0.06095753,-1.1849017,0.9179389,0.18489054,0.0068952236,-0.78910124,0.18759245,-0.121463075,0.46577746,-0.44498673,-0.012974638,-0.16177256,0.4505982,1.0
Infostealer.Limitail-135866733dc9b1bd01754f70f069fc3b15c26a930b450745cd73ad3084b61291,-0.10867286,0.39797708,0.25410274,0.14777423,-0.10108879,0.588597,0.4297671,0.72274804,0.049751796,0.26872805,-0.8341822,0.085867465,0.45032585,-0.014200791,0.50783867,0.2665569,0.46638072,-0.37104607,0.3502455,0.12015627,-0.41933253,0.40628666,-0.78376144,-0.6801268,0.35580143,0.44290942,-0.11530515,-0.21229279,-0.44523966,0.18586554,0.076037034,0.10451625,-0.5083423,-0.45249295,0.056180082,0.18034498,1.0
Infostealer.Limitail-135f565f6b7ab8ff429f048b0f42b25310db9cfa300547df3a14fe3a6e6aa9af,0.16595308,-0.58124745,0.093220964,-0.30361086,-0.26517004,-0.34894872,-0.21159619,0.2950568,0.10411931,0.053856973,-0.89681876,-0.5382755,0.21568705,0.7247601,-0.036886692,-0.37162912,0.13754159,0.20213673,0.21859965,-0.58493006,-0.79616505,0.36540008,-0.6637263,0.04357561,-0.26393524,-0.06746191,0.77335584,-0.6258502,-0.24647644,-0.48387232,0.3716859,1.0444142,-0.9326359,0.83949786,0.015525631,0.20867944,1.0
Infostealer.Limitail-136bbbe694ed496d41388c5ace11649782ecb8a4e46e278cb2b23349404f904c,0.3419852,0.0878373,-0.53410214,0.018737935,0.39078683,0.6184582,0.05244725,-0.035559148,0.2965188,-0.054909516,-0.7687475,-0.39009613,-0.084769666,0.010766167,0.0657661,-0.10387165,-0.32991785,-0.45896688,-0.18652423,-0.75602347,0.016743813,0.0626026,-0.27239752,-0.11031457,-0.3760396,1.2255001,0.048584726,0.22048426,-0.43887466,0.19992048,-0.77587724,0.31899303,-0.8851316,0.31075794,0.21915072,0.075597696,1.0
Infostealer.Limitail-13ef19db6da118df6fcb8f7775f3b0a6092f68012c8526c7badc5e65991a4d06,-0.40805537,-0.48820037,-0.6157989,-0.001951161,0.8594971,0.30568627,0.38463756,0.42950526,-0.16657458,0.18792365,-0.76545364,0.06352677,-0.09630615,0.33279428,1.15463,0.2330751,0.6472345,-0.15469615,-0.22532308,-0.74786985,-0.9767777,-0.13815403,-0.25064287,0.29360542,-0.4844225,0.14546171,0.11925785,-0.2279869,-0.48005542,0.08475435,0.41699764,0.48682228,-0.059843678,0.31653512,0.69302326,-0.052378144,1.0
Infostealer.Limitail-14205ce7af4fbc01aa3215de9a7f5f752e193ab3c632d4c1617408dd7c6c0f04,1.0412097,-0.3353959,0.17863962,-0.43137747,0.6407179,0.2099068,0.22057317,0.6575775,-0.105028234,0.4477167,0.329659,0.011236323,-0.21315496,1.1963866,0.27804434,-0.113120615,0.5506705,-0.3449785,0.26820004,-0.44340006,0.27759254,0.92700356,0.02732219,1.1565299,-0.5850391,0.30615595,-0.16654897,-0.33191133,0.4204784,-0.05287373,0.19132698,-0.14075595,-0.6957554,0.31480068,-0.36044332,0.5402765,1.0
Infostealer.Limitail-16631e735f7335a9b82f9a27ef48fbaa514d67b5f9f4ac21709e59f8f4036ac4,0.11394,-0.1932601,-0.26212326,0.577442,1.0337775,-0.025333026,0.36916566,0.09070866,-0.3509139,-0.45858017,0.034118295,0.06128428,-0.06756516,-0.011237687,0.8657692,0.31814933,-0.68737733,-0.20848557,-0.4243461,-0.32144752,0.30750936,0.02530836,0.04749326,0.02862501,0.08054614,0.60212094,0.3349498,0.3509094,-0.17256889,-0.5918451,-0.2596452,0.31125754,-0.3274842,0.5756583,0.47859278,-0.08060547,1.0
Infostealer.Limitail-17f4c22278ea2d9352a1ffbe29ac02439b4c4bf04e815723775a9f217979f5b9,0.7170761,-0.35040554,0.29882562,0.39740533,0.6206779,0.5023143,0.046337258,0.11360638,-0.49914777,-0.80038965,-0.23342237,0.71023804,-0.5363523,-0.30141336,-0.1998611,0.43462953,0.022113947,-0.8377971,-1.2106242,-0.43500474,0.508271,-0.24586852,-0.30246916,0.9078992,-0.0777403,0.2706561,-0.32472822,0.6274348,-0.16571017,-0.29872593,-0.051332302,-0.24811417,-0.64903355,0.4322748,-0.13933648,0.81022847,1.0
Infostealer.Limitail-183e71ad07ec140f089741d41c465c6bcd1c0999c60eeb7a1358bc67bfea29a7,0.41622683,0.53627956,0.39449367,-0.5621138,0.07169289,-0.46744722,0.21106154,0.118015245,0.5144643,-0.20509821,-0.49149355,0.2915237,0.008862732,0.25860855,0.5365809,0.3207471,-0.2677372,0.028098792,0.17084704,-0.46377313,0.40677255,0.28552383,-0.1383833,0.29382172,-0.70034623,0.37419698,-0.540834,0.019440377,-0.07487393,0.06454002,0.12887469,-0.10668823,-0.81058526,0.10217913,-0.2665034,1.1006888,1.0
Infostealer.Limitail-185dc17283169b8b5e81b9e447328d058ced407d7da1aa0f6a15938b9ee0794c,0.9477082,0.14919476,-0.04000491,-0.280592,0.409651,0.2676525,0.24820596,-0.25721478,-0.13557602,0.2214936,0.5254673,0.21115567,-0.77543515,0.32568842,0.9122082,0.37020928,-0.052461952,-0.259953,0.30760023,-0.17518993,0.37525526,0.31998426,0.7308823,0.39632824,-0.52689487,0.4468556,-0.033198856,-0.53496605,-0.4622778,0.3863554,0.31964552,-0.5031483,-0.69222236,-0.08024723,0.059843123,1.0550851,1.0
Infostealer.Limitail-18916d5bd986736cd42f59cac3c089066b67b47f7ea971766fb178289ef1123a,-0.45470506,-0.36414334,-0.34196746,0.46534297,-0.56795144,0.24408284,0.13573171,-0.36975542,0.2748936,0.039174605,-0.28941315,0.07658167,-0.39371735,-0.070979126,0.45962632,0.40301105,0.28972256,-0.4438627,0.68336457,-0.2787108,0.09428988,0.8260428,0.013312081,0.51923835,-1.0235068,-0.2727923,0.5570164,0.11174088,-0.57396096,-0.4813101,-0.04085483,-0.30888426,0.08956242,0.070191555,-0.5519966,0.15303776,1.0
Infostealer.Limitail-196f9d41e0fa5fd254a5fd3aa41bc6c9fd0c86d1ee06cc049a34115e1a270bfa,0.24076355,0.019263271,0.7574031,-0.2733755,0.49434114,0.2912024,-0.16074193,0.56072617,-0.03870217,0.31664333,0.44013754,-0.07206201,-0.08989587,-0.2873301,0.8199744,-0.22708012,-0.9981808,-1.0357518,-0.21538965,-0.15188411,0.6242054,0.7793074,-0.18810393,0.22367983,-0.20314844,0.16292664,-0.12049273,0.5109386,0.22424214,-0.27368,0.06616198,0.247838,0.35887352,0.4901699,0.25905147,0.62792385,1.0
Infostealer.Limitail-1aec488c2f3976d4475c776b2f26c02af5c2cc7f45c296590cd6c5038574a92c,0.6418937,-0.07011316,-0.4576275,-0.1756018,0.18033567,0.1469631,-0.45218897,0.50685877,-0.4046792,0.031970527,0.36696696,0.32154804,-0.4941104,0.03415944,0.09157469,-0.31496686,-0.37202892,-0.5362252,-0.80688155,0.09609319,0.23886962,0.38626224,0.2428222,0.9966849,-1.2487277,0.99951845,0.050824627,-0.16766505,0.022881094,0.05922729,0.25865555,0.2073098,-0.6559246,0.3311294,-0.6214066,0.24301966,1.0
Infostealer.Limitail-1b6e85db35b48ddfd20291b4c3779ddc1c9561ddf059078c3f939d7d7056bc6e,0.7412201,-1.14956,0.3645126,-0.26032296,0.28504872,0.28633574,-0.3459057,-0.15467486,-0.24348082,0.7252229,-0.16535094,0.4539884,0.03926326,0.76375014,0.30350167,0.612297,0.18807167,0.040185366,0.034215976,-0.546193,1.0461028,0.3666195,-0.44301707,0.5887775,-0.6838915,0.87144417,-0.46427816,0.2500804,0.7815502,-0.5126642,0.21696776,-0.24324714,-0.34255752,0.7679782,0.31392744,0.8568271,1.0
Infostealer.Limitail-1d078f7168bd934908c48a33d8262b148640b67d0ab541ba117289233ee3a529,0.3253216,-0.0059649353,-0.09198585,0.60967594,0.012623699,0.57709545,0.34995878,-0.2072108,0.19789085,-0.35163265,0.012978595,0.54448783,0.0705499,0.4094799,0.39976797,-0.16217937,0.22703628,-0.7449551,0.10645824,-0.15929864,0.8052001,-0.16438092,0.2356562,0.80270296,-0.56024945,-0.08897191,-0.44518617,0.32458827,-0.046133813,-1.4921869,0.045000736,-0.7334525,0.11795182,-0.06814796,0.3706013,-0.079972625,1.0
Infostealer.Limitail-1e9ed45964eb13969340c97a213d5863ca4d946a2ccd2e5edafd69f01de133f0,0.5279469,-0.28319713,0.6713755,-0.8826341,0.17018293,1.1794425,0.23874931,0.66501594,0.7144036,-0.10237368,-0.1383597,0.07926996,0.23594365,0.87022156,0.5607637,-0.1307137,-0.14740838,-0.4730807,0.14304547,-0.64609766,0.6688848,-0.15285967,-0.2427831,0.15106085,0.13846855,0.039954025,-0.40526274,0.5211131,-0.25088966,-0.1438064,0.025675273,0.008290547,-0.22507481,-0.09135807,-0.112227455,0.9456832,1.0
Infostealer.Limitail-21cd67693f44fa376e69a14c648650f851c65ba0a50c316712f5a17db01a9994,-0.8426439,0.21273793,0.72837865,0.45025653,0.14419356,-0.3263328,0.05157058,-0.21173637,0.082942754,-0.3717594,-0.47655636,0.35704812,-0.08721561,0.21088408,0.31630614,0.9060074,0.10146594,-0.4276301,0.24097092,-0.2958453,0.36945018,0.87108576,-0.070874095,0.5133777,-0.26656535,0.45455128,0.14424266,-0.41432747,-0.573225,-0.0066571794,-0.37417576,0.5352079,0.5504768,0.24219221,0.6980804,0.80029637,1.0
Infostealer.Limitail-220649e7dc6ca90a1512f189c5af105b5aeff8dba7eea9353c149e4317539e74,-0.047320534,-0.45382583,0.65925336,0.12456943,0.3978203,-0.18295674,-0.14492846,0.11338306,-0.040299397,0.10298671,0.20974392,-0.39860618,-0.9769162,-0.63545567,0.70173067,0.74152267,-0.18269269,0.20902154,-0.21905053,-0.048782997,0.26273334,0.5137585,-0.15916494,0.95277256,0.28841612,0.39618856,-0.031214433,-0.106397174,-0.47150543,-0.3828415,-0.114387915,-0.6206314,0.037873354,-0.10547238,0.30540434,0.4317937,1.0
Infostealer.Limitail-227eb01ab3857e0714f61a353095f8917abcc460c08fab7d09a9cfabd4369d9f,0.7808692,-0.08551981,0.67930245,-0.25454718,0.606567,0.91493285,0.30445728,-0.2967725,0.2672329,0.15129837,0.1183368,0.085723534,-0.76588655,0.46819675,0.72610825,-0.013921921,0.14608826,-0.5447721,-0.22374035,-0.4965251,0.2044972,0.46119657,0.3425264,0.98258436,0.053023353,0.3913374,0.052706588,-0.20989744,0.6833727,-0.24251,0.45650333,-0.17550747,-0.46453667,0.5799917,-0.12765983,0.9287394,1.0
Infostealer.Limitail-2375a171b77127674c743222c3bc4b296f96f5d3f021bced6ff7121c02a0cb3a,-0.23529124,0.0916633,0.4513086,-0.21215783,-0.19240707,0.13307686,-0.7009505,0.14132583,-0.022107633,0.020142768,-0.26706356,0.30904132,-0.33341777,0.7722445,0.50695866,0.46144634,0.23195754,0.30251318,-0.37950096,-0.692824,-0.282626,-0.12744915,-0.33546665,-0.42524493,-0.3970224,0.32293585,0.04674236,-0.06557139,-0.27810088,-0.452436,-0.22115067,0.6665953,-0.16044286,0.7984765,0.56385785,0.4599987,1.0
Infostealer.Limitail-237746f2268f808cb79eddc9863637eb96517e8c61863e716f9536096480a1e2,0.29378885,0.13521624,-0.03955403,0.25460806,-0.25862566,0.57252556,-0.1162613,-0.45805883,-0.21068236,-0.25105414,0.14052564,-0.16067296,-0.35769996,0.06864023,0.054241106,-0.046421845,-0.011337588,0.007167419,-0.3865322,-0.47976947,0.18219154,-0.13345882,-0.57915133,0.3096954,-0.023994574,0.08837931,-0.07812933,0.001446676,-0.20368804,-1.2194839,0.3822657,-0.42963633,0.16823426,-0.49068147,-0.1584783,0.74534416,1.0
Infostealer.Limitail-241c5405d6d07768628732edf079d8eac93ff3b510d2582258c6bfd823de45fb,0.13415106,0.29923174,-0.029295037,0.3392335,-0.14626034,0.58245784,-0.008083301,-0.5746314,0.23375088,0.11705791,0.10850829,0.36373803,0.154134,0.7060882,0.53946006,-0.08235389,-0.017579101,-0.16039114,0.42935708,-0.3983193,-0.049370117,0.32347178,-0.76452166,0.07919787,0.18525074,-0.022947023,-0.5217777,0.0779619,-0.24345694,0.13475168,0.30633318,-0.32428774,0.43488503,0.031396184,0.21163481,0.75029427,1.0
Infostealer.Limitail-2518cbdda8b91112239a3a59faee20fa5f52e6bf34e93d133638cfcd83ee3b03,0.85474575,0.20791551,0.75731707,-0.09176097,0.74051875,0.44258896,0.25892064,-0.48969632,0.10241469,0.15502001,0.1931878,0.025846925,-0.4379524,0.7340237,1.000546,-0.25470522,0.1168142,-0.5382278,-0.023346186,-0.45057526,0.018765384,0.84211826,0.33263105,0.67243946,-0.08494805,0.3502877,-0.28643426,-0.11136602,0.31145927,-0.40491316,0.612198,-0.023009257,-0.6335915,0.69046426,-0.3723627,0.7469398,1.0
Infostealer.Limitail-261e287373e8644ef30b579b34dc5a9def0965645fd0177a3fcba87749c46747,0.028887631,0.13263611,0.948554,-0.4448316,-0.14390205,-0.101070054,0.18610743,0.07594875,0.20086293,-0.27088326,0.31920245,0.4969018,-0.75132316,-0.69175524,1.0157863,-0.33415854,0.10538501,-0.9290466,-1.0713632,-0.2708143,0.5314444,0.55402774,0.21210991,0.6029248,0.39648765,-0.3279714,0.2984967,0.8288052,-0.5078521,0.45560765,-0.07866926,-0.19773756,0.08023901,-0.08444332,0.06580927,0.37270957,1.0
Infostealer.Limitail-2a1e55236634cdde2548ab817429fcb734d75feead122784f413114cd3a3dcd3,0.7804774,-0.18421838,0.46352556,-0.24724768,-0.07996079,0.43343043,0.013260254,-0.06992592,0.012194407,0.3369101,-0.053709775,-0.25301117,-0.087745525,0.8759477,0.38094917,0.7156456,0.2080667,-0.27523702,0.40093347,-0.6239744,0.53742224,0.0042804778,-0.41638613,-0.1857395,-0.15960589,0.7212478,-0.49163955,0.16859633,0.1331163,-0.52812344,0.20264749,0.17327362,-0.81942064,0.33257276,0.35759857,0.621029,1.0
Infostealer.Limitail-2a68b2e3158eade9b9819de0dbd4b13d1abd16da38476327abb3692d5bc1968f,1.1722461,-0.032687586,0.22195348,-0.70655614,0.45197162,0.34922737,0.12755153,0.6317493,0.037827592,0.48822552,0.04544607,-0.40751085,0.14006317,1.1966325,0.23943888,-0.3422172,0.43023527,-0.113886096,0.17152427,-0.16939558,0.19082814,0.6841321,0.124014564,0.6199654,-0.29095593,0.44918904,-0.30318192,0.09048246,0.030852716,-0.09121946,0.6071069,-0.07289719,-0.3333728,0.48514706,-0.12143404,0.5961602,1.0
Infostealer.Limitail-2b45f467b7358db4b30026ddbe8c4bb947c199f7a9a52a8aec18622b22a4b544,0.3678924,-0.23367725,1.0951358,0.013879835,0.289211,0.11575508,0.5859608,0.31919658,-0.008322093,-0.23748773,0.1618003,0.06564025,-0.013490601,-0.20679045,0.90749085,0.26884398,0.40600017,0.2916991,0.09623461,0.384922,0.54168123,0.35196465,-0.24848062,0.6874082,0.89369315,0.26664937,-0.7839703,-0.14972849,-0.23293638,-0.45068902,-0.032561913,-0.26691052,-0.047142256,0.553787,0.1534264,0.80716616,1.0
Infostealer.Limitail-2cd3bb434bf5b37d4bc2421606c8e9011efbbf9ae77885a609d2416a5b9c08a2,0.9845962,0.33047712,0.8950864,-0.6692372,0.2801823,0.7597167,0.40563163,0.64874244,0.20096654,0.078424074,0.3581974,-0.6869527,-0.6878926,1.0152805,0.7655022,-0.12595618,0.22844681,0.1586532,0.3942225,0.024625951,0.61012894,0.3601184,0.16074468,0.3837179,-0.3848676,0.67087984,-0.1874275,-0.3594244,0.60850173,-0.5662492,0.010791265,-0.05915105,-0.14251125,0.16952302,0.02976387,0.3869498,1.0
Infostealer.Limitail-34477322c51b74bb6036ef0b32cd0bc40521ad9de078f44414bbbbe8595bc8ee,0.318555,-0.25083396,0.50840557,0.086820155,-0.39412877,0.6146429,0.049838915,-0.0037256458,0.14972952,-0.33157122,0.36849654,0.02089362,-0.34329882,0.28109634,0.15261096,-0.10655245,0.3744049,0.08405805,-0.12869596,-0.4150065,0.52169025,0.9991722,0.2982909,0.44046122,0.18993475,0.22432694,-0.39543822,-0.9522415,-0.15869805,-0.4612061,-0.29840288,-0.652275,0.26109844,-0.46395588,0.11261356,0.54208,1.0
Infostealer.Limitail-34509889656af4d6e305b69619b898f423c4780f916c619ab8003b41ddc6e77d,0.39713687,-0.7824307,-0.44388053,-0.15528697,0.14513004,0.6197708,0.3002747,-0.24450633,0.060539786,-0.32317287,-0.31859896,-0.3530338,0.3293451,-0.11817648,0.10424485,-0.20406856,-0.008310753,0.27875984,-0.7366993,-0.19012406,-0.033024352,0.030541118,-0.07689095,0.19191577,-0.11574477,-0.064954534,-0.15554968,0.100257955,-0.93032974,0.05491597,0.07967405,-0.5966773,-0.3476673,0.33916166,-0.26696828,1.0472747,1.0
Infostealer.Limitail-3474a23a951c690af7e5a1926efa6b24ac123bd1c33c9e3c19b277f95a771f11,-0.13435245,-0.5736884,0.43955693,-0.07110605,-0.032195747,0.3100257,-0.037131593,0.1383075,0.43044016,-0.5771691,0.2426152,0.38043427,0.73075646,0.021455823,0.38420755,0.5506975,0.04719933,0.3252439,0.37926418,-0.23458435,-0.05432727,0.5053961,-0.8722951,-0.46345353,-0.6171801,1.04246,-0.25789097,-0.27038947,0.07441822,0.30774945,-0.4578196,0.42132223,-0.8952966,0.2080828,0.41281214,1.4201618,1.0
Infostealer.Limitail-34fbfa1bd4294fd00fcdc12b5dcaf04551c098617d874aae99e639d6d0fc7311,0.75817555,-0.8308294,0.96410024,-0.9167024,-0.08738225,0.72986495,0.32811195,0.17011821,0.6356394,-0.2440193,-0.27075982,0.022020787,-0.005150111,0.82968384,-0.25490347,-0.048417386,-0.51398945,-0.38092,-0.052068833,-0.37469074,0.75168973,0.41466814,-0.60252404,0.07614996,-0.07690056,0.5192269,-0.58018047,-0.057149965,0.010037923,0.44131714,0.6930086,-0.20210023,-0.8738675,0.10811859,0.2852388,1.0045778,1.0
