,closesocket,cocreateinstance,cocreateinstanceex,coinitializeex,connect,copyfilea,couninitialize,createactctxw,createdirectoryw,createprocessinternalw,createremotethread,createthread,drawtextexw,findfirstfileexw,findresourcea,findresourceexw,findwindowa,findwindowexa,getfileattributesw,getfileinformationbyhandleex,getfilesize,getfilesizeex,getfiletype,getforegroundwindow,gethostbyname,getnativesysteminfo,getsystemdirectoryw,getsysteminfo,getsystemmetrics,getsystemtimeasfiletime,getsystemwindowsdirectoryw,gettemppathw,getvolumenameforvolumemountpointw,getvolumepathnamesforvolumenamew,globalmemorystatusex,ldrgetdllhandle,ldrgetprocedureaddress,ldrloaddll,ldrunloaddll,loadresource,loadstringa,loadstringw,lookupprivilegevaluew,messageboxtimeouta,ntallocatevirtualmemory,ntclose,ntcreatefile,ntcreatemutant,ntcreatesection,ntcreatethreadex,ntdelayexecution,ntduplicateobject,ntenumeratevaluekey,ntfreevirtualmemory,ntgetcontextthread,ntmapviewofsection,ntopenfile,ntopenkey,ntopenkeyex,ntopensection,ntopenthread,ntqueryattributesfile,ntquerydirectoryfile,ntqueryinformationfile,ntquerysysteminformation,ntqueryvaluekey,ntreadfile,ntresumethread,ntsetcontextthread,ntterminateprocess,ntunmapviewofsection,readprocessmemory,regclosekey,regcreatekeyexa,regenumkeyw,regenumvaluew,regopenkeyexa,regopenkeyexw,regqueryvalueexa,regqueryvalueexw,regsetvalueexa,seterrormode,setfileattributesw,setfileinformationbyhandle,setunhandledexceptionfilter,setwindowshookexa,shellexecuteexw,shgetfolderpathw,shgetspecialfolderlocation,shutdown,sizeofresource,socket,uuidcreate,writeconsolew,writeprocessmemory,wsastartup,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,LABEL
Backdoor.Graybird-009a62c6f6543ec65460d9a3984fac8dd65aba2feacfa00e8e253bb474a417e7.json,0.0,0.01875337180728724,0.003750674361457447,0.01601181419511467,0.0,0.0018753371807287236,0.012008860646336003,0.0013343178495928893,0.005337271398371557,0.008005907097557335,0.0013343178495928893,0.005337271398371557,0.012008860646336003,0.04536680688615824,0.0026686356991857786,0.06671589247964446,0.0,0.0,0.03202362839022934,0.007501348722914894,0.0040029535487786675,0.007501348722914894,0.01868044989430045,0.0026686356991857786,0.3028901518575859,0.0026686356991857786,0.005337271398371557,0.0026686356991857786,0.10541111011783826,0.04403248903656535,0.02268340344307912,0.0026686356991857786,0.010674542796743115,0.02134908559348623,0.0026686356991857786,0.07205316387801602,0.34158536949577967,0.05870998538208713,0.02268340344307912,0.050704078284529795,0.13076314926010316,0.12809451356091736,0.061378621081272906,0.0013343178495928893,0.07872475312598047,0.5283898684387842,0.029354992691043566,0.13209746710969605,0.01601181419511467,0.0026686356991857786,0.42698171186972456,0.01868044989430045,0.026686356991857785,0.01734613204470756,0.0,0.02001476774389334,0.005337271398371557,0.03469226408941512,0.008005907097557335,0.012008860646336003,0.0026686356991857786,0.012008860646336003,0.010674542796743115,0.0026686356991857786,0.0026686356991857786,0.06004430323168002,0.005337271398371557,0.0040029535487786675,0.0,0.012008860646336003,0.04670112473575112,0.0,0.17212700259748273,0.008005907097557335,0.007501348722914894,0.06938747568696277,0.01868044989430045,0.20148199528852628,0.012008860646336003,0.23483994152834853,0.003750674361457447,0.013343178495928892,0.003750674361457447,0.0026686356991857786,0.006671589247964446,0.0013343178495928893,0.0040029535487786675,0.0026686356991857786,0.006671589247964446,0.0,0.0026686356991857786,0.3028901518575859,0.0018753371807287236,0.005337271398371557,0.025352039142264898,0.005337271398371557,9,0,0,3,15,0,17,0,0,1,0,0,13,0,0,11,2,0,0,8,2,0,60,126,2,1,0,0,1
Backdoor.Graybird-02842b14fc265c045f10e2c5ab47c0b0a757c41d13a53194deb66aceb2e3993d.json,0.011835252116082617,0.0,0.0,0.010105055228597061,0.011835252116082617,0.0,0.006736703485731374,0.0016841758714328434,0.0016841758714328434,0.006736703485731374,0.0016841758714328434,0.010105055228597061,0.015157582842895591,0.02863098981435834,0.003368351742865687,0.08420879357164217,0.24380619359130187,0.48761238718260375,0.031999341557224024,0.0,0.005052527614298531,0.0,0.011789231100029903,0.17683846650044857,0.003368351742865687,0.003368351742865687,0.006736703485731374,0.003368351742865687,0.13304989384319463,0.006736703485731374,0.026946813942925495,0.003368351742865687,0.010105055228597061,0.026946813942925495,0.003368351742865687,0.0774720900859108,0.35199275712946426,0.05726197962871668,0.025262638071492653,0.06399868311444805,0.16504923540041866,0.16168088365755298,0.0774720900859108,0.0016841758714328434,0.0892613211859407,0.5086211131727187,0.011789231100029903,0.17683846650044857,0.010105055228597061,0.003368351742865687,0.34694022951516573,0.021894286328626965,0.03368351742865687,0.011789231100029903,0.0023670504232165233,0.011789231100029903,0.005052527614298531,0.031999341557224024,0.005052527614298531,0.0016841758714328434,0.0016841758714328434,0.015157582842895591,0.0016841758714328434,0.003368351742865687,0.003368351742865687,0.045472748528686775,0.0016841758714328434,0.006736703485731374,0.0023670504232165233,0.010105055228597061,0.04378857265725393,0.0023670504232165233,0.09936637641453776,0.008420879357164218,0.0,0.0,0.023578462200059807,0.06736703485731374,0.011789231100029903,0.04378857265725393,0.0,0.011789231100029903,0.0,0.0016841758714328434,0.005052527614298531,0.0016841758714328434,0.0016841758714328434,0.010105055228597061,0.005052527614298531,0.011835252116082617,0.003368351742865687,0.010105055228597061,0.0,0.003368351742865687,0.035367693300089716,0.006736703485731374,5,0,3,1,14,0,12,0,0,0,0,0,11,0,0,5,1,0,0,0,2,0,23,39,0,1,0,0,1
